№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
305,1,Байгалийн үзэсгэлэнт газар,Хятрууны рашаан,Hyatruun Mineral Water,Өвөрхангай,Ovorkhangai,Уянга,Uyanga,46.55709,102.05391,Уянга сумын төвөөс баруун хойд зүгт 21 км зайтай оршино.,It is located 12 km northwest of the center of Uyanga soum.,https://www.dropbox.com/scl/fi/mcocjz4on0a2j840vpz2d/.jpg?rlkey=hhwbr5ft57v223igr5ad5rfak&raw=1,히아트룬 미네랄워터,ヒャトゥルーンミネラルウォーター,海特伦矿泉水,Минеральная вода Хятрун
306,1,Байгалийн үзэсгэлэнт газар,Шурангийн улаан цохио,Shurang's red cliff,Өвөрхангай,Ovorkhangai,Уянга,Uyanga,46.42179,101.99752,Уянга сумын төвөөс баруун зүгт 26 км зайтай оршино.,It is located 26 km west of the center of Uyanga soum.,https://www.dropbox.com/scl/fi/twovw9cwb7ln0ug0ieqrg/.jpg?rlkey=urgr70tinjy1kco3eyx2fw775&raw=1,슈랑의 붉은 절벽,レッドロックシュランガ,蜀郎的红崖,Красная скала Шуранга
307,1,Байгалийн үзэсгэлэнт газар,Цагаан голын хүрхрээ,Tsagaan Gol Waterfall,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.896446,102.358281,Бат-Өлзий сумын төвөөс зүүн хойд зүгт 14.8 км зайтай оршино.,It is located 14.8 km northeast of the center of Bat-Ulzii soum.,,차가안 골 폭포,ツァガーンゴル滝,查干戈尔瀑布,Водопад Цагаан Гол
308,1,Байгалийн үзэсгэлэнт газар,Ширээт нуур,Shireet Lake,Өвөрхангай,Ovorkhangai,Уянга,Uyanga,46.52847,101.80968,Уянга сумын төвөөс баруун хойд зүгт 44 км зайтай оршино. Хүйсийн найман нуурын хамгийн том нуур бөгөөд далайн түвшнээс дээш 2470 мер өндөрт байна. ,"It is located 44 km northwest of the center of Uyanga soum. It is the largest of the eight lakes of Khuis and is 2,470 meters above sea level.",https://www.dropbox.com/scl/fi/1j0yi6on69lc0zrlggmvc/.jpg?rlkey=oeu52671zfyzjltgfoe05s6ze&raw=1,시리트 호수,シリート湖,希里特湖,Озеро Ширээт
309,2,Түүхийн дурсгалт газар,Бахархал морины шүтээн,Pride horse idol,Өвөрхангай,Ovorkhangai,Уянга,Uyanga,46.44715,102.27443,Уянга сумын баруун өмнө зүгт 1 км зайтай оршино.,It is located 1 km southwest of the center of Uyanga soum.,https://www.dropbox.com/scl/fi/4caopy5s72s83pbpy8r0j/.jpg?rlkey=427psrr7x15wxuzufne0wbqcj&raw=1,프라이드 호스 우상,プライドホースアイドル,骄傲的马偶像,Идол гордого коня
310,2,Түүхийн дурсгалт газар,Монголын түрүү моьдын дурсгал.,Mongolian Race Horse Champions Memorial,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Ulzii,46.86775,102.22307,Бат-Өлзий сумын төвөөс баруун хойд зүгт 7 км зайтай оршино.,It is located 7 km northwest of the center of Bat-Ulzii soum.,https://www.dropbox.com/scl/fi/ut9o108hsuxcmcc78vhjx/.jpg?rlkey=imj7nkyxu8bmd33nxc20wfyt8&raw=1,몽골 경주마 챔피언 기념비,モンゴル競走馬チャンピオン記念,蒙古赛马冠军纪念赛,Мемориал чемпионов монгольских скаковых лошадей
311,1,Байгалийн үзэсгэлэнт газар,Эрхэтийн хавцал Өвөрхангай,Erkhet Canyon,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.66681,101.50512,Бат-Өлзий сумын төмөөс баруун өмнө зүгт 65 км зайтай оршино.Эртний их хагарал галт уулын хүрмэн чулууг уулын голын ус зүссэнээс үүссэн маш сүрлэг гүн хавцал оршдог.,It is located 65 km southwest of the capital of Bat-Ulzii soum. It is a very majestic deep canyon formed by the cutting of volcanic rocks by mountain rivers during an ancient rift.,https://www.dropbox.com/scl/fi/3o01aaputsgli32qkzwrp/1.jpg?rlkey=vdrbstujipdphy8q1zblsno0w&raw=1,에르케트 협곡,エルケット渓谷,埃尔克赫特峡谷,Каньон Эрхет
312,1,Байгалийн үзэсгэлэнт газар,Онги гол,Ongi River,Өвөрхангай,Ovorkhangai,Зүүнбаян-Улаан,"Zuunbayan-Ulaan, Taragt, Bayangol",46.5006,102.5061,"Хангайн нурууны өврөөс эх аван ойт хээр, хээр, говийн бүсийг дамжин 435 км зам туулан өртөөлсөөр 175 км² талбай бүхий Монголын говийн экологийн тэнцвэрийг хадгалахад онцгой нөлөөтэй, нууруудын хөндийн хамгийн зүүн талын том нуур болох Улаан нуурыг бий болгодог.","Originating at the foot of the Khangai Mountains, it flows for 435 km through forest-steppe, steppe, and Gobi regions, forming the 175 km² Red Lake, the largest lake in the easternmost valley of the lakes, which has a special impact on maintaining the ecological balance of the Mongolian Gobi.",https://www.dropbox.com/scl/fi/wj2bz9tnefvflt2k5oteg/.jpg?rlkey=0dz5j3bu6z7c74s1lp6clot49&raw=1,온기 강,オンギ川,翁吉河,Река Онги
313,1,Байгалийн үзэсгэлэнт газар,Сангийн далай нуур Өвөрхангай,Sangiin Dalai Lake Ovorkhangai,Өвөрхангай,Ovorkhangai,Өлзийт,Ulziit,46.67427,103.3024,Өлзийт сумын төвөөс 19 км зайтай оршино.,It is located 19 km from the center of Ulziit soum.,https://www.dropbox.com/scl/fi/c596u1sxl8zwmwstwlo17/2.jpg?rlkey=up8bplpr70z1k4nws9ykf3kfd&raw=1,산이인 달라이 호수,サンギイン ダライ湖,桑吉因达赉湖,Озеро Сангиин Далай
314,3,Шашны дурсгалт газар,Шанхын хийд,Shankh Monastery,Өвөрхангай,Ovorkhangai,Хархорин,Kharkhorin,47.05133,102.95381,Хархорин сумын төвөөс зүүн урагш 22 км зайтай оршино.,It is located 22 km southeast of the center of Kharkhorin soum.,https://www.dropbox.com/scl/fi/psapjfkm5vgyju3kbev1v/.jpg?rlkey=28gar1rgjrt82izh0luyanshd&raw=1,샹크 수도원,シャンク僧院,香克寺,Монастырь Шанкх
315,3,Шашны дурсгалт газар,Эрдэнэ зуу хийд,Erdene Zuu Monastery,Өвөрхангай,Ovorkhangai,Хархорин,Kharkhorin,47.20165,102.84131,Хархорин сумын төвийн зүүн захад байрлана.,,https://www.dropbox.com/scl/fi/bnhjokqd8aativ0nryknx/.jpg?rlkey=l3n25y96tdspcnheutl30tx0p&raw=1,에르데네 주 수도원,エルデネ・ズー修道院,额尔德尼召寺,Монастырь Эрдэнэ-Зуу
316,1,Байгалийн үзэсгэлэнт газар,Хэлтгий цагаан нуур,Kheltgii Tsagaan Lake,Өвөрхангай,Ovorkhangai,Хархорин,Kharkhorin,47.30506,102.9572,Хархорин сумын төвөөс зүүн хойд зүгт 19 км зайтай оршино.,It is located 19 km northeast of the center of Kharkhorin soum.,https://www.dropbox.com/scl/fi/ebgb3ner5e5oca319v2y4/.jpeg?rlkey=tq9j4l0o958kc3q5w4xw34we4&raw=1,켈트기 차강 호수,ケルトギー・ツァガーン湖,赫尔特吉·察干湖,Озеро Кхелтги Цагаан
317,3,Шашны дурсгалт газар,Агуйтын хийдийн туурь,Ruins of Aguit Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,42.58721,107.82796,"Ханбогд сумын төвөөс өмнө зүгт 118 км, улсын хилээс 16 км зайтай орших далайн түвшнээс дээш 1278 метр өргөгдсөн Агуйт уулын өмнө хормойд хуучны хийдийн туурь байна.","Located 118 km south of the center of Khanbogd soum and 16 km from the state border, on the slopes of Mount Aguit, which rises 1,278 meters above sea level, are the ruins of an ancient monastery.",https://www.dropbox.com/scl/fi/ilwtur8w0ws1j29hz9kd4/.jpg?rlkey=jjmydjsopk3ov3ubcxk3kr26q&raw=1,아구이트 수도원,アグイット修道院,阿吉特修道院,Агитский монастырь
318,1,Байгалийн үзэсгэлэнт газар,Баяжихын агуй,The Cave of Riches,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.03289,107.0405,Ханбогд сумын төвөөс баруун өмнө зүгт 28 км зайтай оршино. ,It is located 28 km southwest of the center of Khanbogd soum.,https://www.dropbox.com/scl/fi/2375jhr7kkqrlojqnir5l/.jpg?rlkey=voravxhftemg6v26k1ioxoxgk&raw=1,보물의 동굴,富の洞窟,财富洞穴,Пещера богатств
319,1,Байгалийн үзэсгэлэнт газар,Баянзаг,Bayanzag ,Өмнөговь,Omnogovi,Булган,Bulgan,44.14024,103.72102,"Булган сумын төвөс зүүн хойд  зүгт 21 км зайтай оршино.Заг мод их ургадаг учраас Баянзаг гэж нэрлэгдсэн. Урдаас хойшоо чиглэлтэй сунаж тогтсон, өргөн нь 5 км, урт нь 8 км орчим.","It is located 21 km northeast of the center of Bulgan soum. It was named Bayanzag because of the abundance of sycamore trees. It stretches from south to north, is about 5 km wide, and 8 km long.",https://www.dropbox.com/scl/fi/1ylxx985p3603b9rgze9w/BayanzagCamp.jpg.jpg?rlkey=ij8ol0o3lejz564q3zb2m4736&raw=1,바얀자그,バヤンザグ,巴彦扎格,Баянзаг
320,3,Шашны дурсгалт газар,Бага модны хийдийн туурь,Ruins of Baga Modan Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,42.75408,106.81793,Ханбогд сумын төвөөс баруун урд зүгт 85 км зайтай оршино.,It is located 85 km southwest of the center of Khanbogd soum.,https://www.dropbox.com/scl/fi/tsj16kbahsaeplxsp6np3/.jpg?rlkey=a1822qnh11a95q1fv9ltrsou1&raw=1,바가 모단 수도원 유적,バガ・モダン僧院の遺跡,巴嘎摩丹寺遗址,Руины монастыря Бага Модан
321,1,Байгалийн үзэсгэлэнт газар,Гурван зээрдийн агуй,Gurvan Zeerd Cave,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,42.50542,107.44762,"Ханбогд сумын төвөөс зүүн өмнө зүгт 138 км, улсын хилээс 6 км зайтай далайн түвшнээс дээш 1100 метр өргөгдсөн Гурван зээрд уулын ар биед оршино. ","It is located 138 km southeast of the center of Khanbogd soum and 6 km from the state border, at an altitude of 1,100 meters above sea level, in the foothills of Gurvan Zeerd Mountain.",https://www.dropbox.com/scl/fi/1jsttie0gop37c12c87gs/.jpg?rlkey=efs7xi78wilmnhg5efeihebyg&raw=1,구르반 지르드 동굴,ガーバン・ゼアード洞窟,古尔万泽德洞穴,Пещера Гурван Зерд
322,1,Байгалийн үзэсгэлэнт газар,Гурван сайхан уул (2846м),Gurvan Saikhan Mountain (2846m),Өмнөговь,Omnogovi,Баяндалай,Bayandalai,43.63441,103.7794,Төрийн тахилгат уул (тодруулах),State sacred mountain ,https://www.dropbox.com/scl/fi/mtp949lmxis02rpktdjlh/.jpg?rlkey=xl6pmbgwi0foqx7yhl3s3zh3x&raw=1,구르반 사이칸 산,グルバン・サイハン山,古尔万赛汗山,Гора Гурван Сайхан
323,1,Байгалийн үзэсгэлэнт газар,Гэгээтийн ам,Gegeetiin Am,Өмнөговь,Omnogovi,Баяндалай,Bayandalai,43.84959,103.17353,Баяндалай сумын төвөөс баруун хойд зүгт 65 км зайтай оршино.,It is located 65 km northwest of the center of Bayandalai soum.,https://www.dropbox.com/scl/fi/ll4uiofcwb67qwe18vcle/.jpg?rlkey=152bbvzph2cvutbfzvn1w9y6x&raw=1,게게틴 암,ゲゲティン・アム,吉吉廷·阿姆,Гегеетийн Ам
324,1,Байгалийн үзэсгэлэнт газар,Дунд сайхан уул,Dund Saikhan Mountain,Өмнөговь,Omnogovi,Баяндалай,Bayandalai,43.639,103.771,Далайн түвшнээс дээш 2826 метр Баяндалай сумын төвөөс зүүн хойд зүгт 35км зайтай оршино. ,"It is located 35 km northeast of the center of Bayandalai soum, 2826 meters above sea level.",https://www.dropbox.com/scl/fi/x7qjlkgqhd6mmthdscgtk/.jpg?rlkey=qu5m6ifa1sk3pv1u89ls8dkqu&raw=1,던드사이칸산,ドゥンド サイハン山,敦德赛坎山,Гора Дунд Сайхан
325,3,Шашны дурсгалт газар,Дэмчогийн хийд,Demchog Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.12814,107.12784,Ханбогд сумын төвөөс баруун өмнө зүгт 13 км зайтай оршино. ,It is located 13 km southwest of the center of Khanbogd soum.,https://www.dropbox.com/scl/fi/upuq5fc4ya717lz1u6ncj/1.jpg?rlkey=5b2xbk2xwwj7oq6idf9zn7zdk&raw=1,뎀초그 수도원,デムチョグ修道院,德姆秋寺,Демчогский монастырь
326,1,Байгалийн үзэсгэлэнт газар,Ёлын ам,Yolyn Am,Өмнөговь,Omnogovi,Ханхонгор,Khankhongor,43.48871,104.0669,Аймгийн төв Даланзадгад хотоос баруун өмнө зүгт 45 км зайтай оршино.,The provincial capital is located 45 km southwest of Dalanzadgad.,https://www.dropbox.com/scl/fi/rmsglr16tfdxcvcpbmbx2/.jpeg?rlkey=vzuc7fl59hoe90jicc0ifgkml&raw=1,욜린 암,ヨリン・アム,尤林·阿姆,Йолин Ам
327,1,Байгалийн үзэсгэлэнт газар,Зулганайн баян бүрд,Zulganai Oasis,Өмнөговь,Omnogovi,Гурвантэс,Gurvantes,43.58463,100.04577,Гурвантэс сумын төвөөс баруун хойд зүгт 100 шахам км зайтай оршино.,It is located almost 100 km northwest of the center of Gurvantes soum.,https://www.dropbox.com/scl/fi/agl0la3l66ggvxsmztgqp/.JPG?rlkey=zufm71langxg83jqi3qjzvppj&raw=1,줄가나이 오아시스,ズルガナイ オアシス,祖尔加奈绿洲,Зулганайский оазис
328,1,Байгалийн үзэсгэлэнт газар,Ловон чомбын агуй,Lovon Chomb Cave,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,42.58842,107.82547,Ханбогд өмнө зүгт 118 км зайтай орших Агуйт ууланд олон агуй байдгийн хамгийн том нь юм. Хийдийн хойд хамар даваад ороход зүүн тийш харсан том хадан цохионы ёроолд  1170 м өндөрт оршдог. Тус агуй нь зүүн тийш харсан амтай ба амсарын хэмжээ 1.3 х 1м. ,"It is the largest of the many caves in Aguit Mountain, 118 km south of Khanbogd. It is located at an altitude of 1170 m at the bottom of a large cliff facing east when entering through the northern nose of the monastery. The cave has an east-facing mouth and the size of the mouth is 1.3 x 1 m.",https://www.dropbox.com/scl/fi/ak74fllai7ycwtyebu24l/.jpg?rlkey=v1h4zuc0l9amikzax7navmmej&raw=1,로본 촘 동굴,ロボンチョム洞窟,Lovon Chomb 洞穴,Пещера Ловон Чомбо
329,1,Байгалийн үзэсгэлэнт газар,Молцог элс,Moltsog Sand,Өмнөговь,Omnogovi,Булган,Bulgan,44.17498,103.99786,Булган сумын төвөөс зүүн хойд зүгт 45 км зайтай оршино.,It is located 45 km northeast of the center of Bulgan soum.,https://www.dropbox.com/scl/fi/3b3i33hwbod0fq1unapmb/.jpg?rlkey=ei9ehgdyb2id22ke0256jlb9m&raw=1,몰트소그 모래,モルツォグサンド,毛措沙,Мольцог Песок
330,1,Байгалийн үзэсгэлэнт газар,Нэмэгтийн хавцал,Nemegt Canyon,Өмнөговь,Omnogovi,Гурвантэс,Gurvantes,43.5,101.0634,Гурвантэс сумын төвөөс  хойд зүгт 60 км зайтай оршино.  Нэмэгт уул нь далайн түвшнээс дээш 2769 м өргөгдсөн. ,It is located 60 km north of the center of Gurvantes soum. Nemegt Mountain rises 2769 m above sea level.,https://www.dropbox.com/scl/fi/56cz4by4islw8rnnn12o6/.jpg?rlkey=duwp2lzxllh35k8irmezs9pho&raw=1,네메그트 캐년,ネメグト渓谷,内梅特峡谷,Каньон Немегт
331,3,Шашны дурсгалт газар,Сангийн далай хийд,Sangiin Dalai Monastery,Өмнөговь,Omnogovi,Номгон,Nomgon,42.84082,105.13946,1707 онд үндэс суурь нь тавигдсан энэхүү хийд Номгон сумын төвд оршино.,"This monastery, founded in 1707, is located in the center of Nomgon soum.",https://www.dropbox.com/scl/fi/2qjj84gvq9ekct00ogt6l/.jpg?rlkey=w8efss06nv4mt3utgk02criqg&raw=1,산이인 달라이 수도원,サンギイン ダライ僧院,桑吉达赖寺,Монастырь Сангиин Далай
332,1,Байгалийн үзэсгэлэнт газар,Хонгорын гол,Khongor River,Өмнөговь,Omnogovi,Сэврэй,Sevrei,43.77026,102.2699,Хонгорын элсний хойд талд Ар гангын булгаас эх аван урсана.,It originates from the Ar Gang spring on the north side of the Khongor sands.,https://www.dropbox.com/scl/fi/9t1e210dnervcprbjxtx1/1.jpeg?rlkey=zdui5bawuf9uu21179jbxrifg&raw=1,콩고르 강,ホンゴル川,洪戈尔河,Река Хонгор
333,1,Байгалийн үзэсгэлэнт газар,Ар гангын булаг,Ar Gang's spring,Өмнөговь,Omnogovi,Сэврэй,Sevrei,43.766,102.323,Сэврэй сумын төвөөс зүүн хойд зүгт 24 км зайтай оршино.,It is located 24 km northeast of the center of Sevrey soum.,https://www.dropbox.com/scl/fi/xs24iredtx3mne5du28k6/.jpeg?rlkey=1tsm37sd06m2s3ricxjql9nkw&raw=1,아르 강가 스프링,アル・ガンガ・スプリング,阿恒河泉,Родник Ар ганга
334,1,Байгалийн үзэсгэлэнт газар,Сэрүүн булаг,Cool spring,Өмнөговь,Omnogovi,Сэврэй,Sevrei,43.756,102.31,Сэврэй сумын төвөөс зүүн хойд зүгт 23 км зайтай оршино.,It is located 23 km northeast of the center of Sevrey soum.,https://www.dropbox.com/scl/fi/x4c1d3zjd17swzj9jate1/..jpg?rlkey=czs9vazntziszfn01e7v4vpsj&raw=1,시원한 봄,涼しい春,凉爽的泉水,Источник Прохладный
335,1,Байгалийн үзэсгэлэнт газар,Төгрөгийн ширээ,Tugrugiin Shiree,Өмнөговь,Omnogovi,Булган,Bulgan,44.30003,103.19997,Булган сумын төвөөс баруун хойд зүгт 43 км зайтай оршино. мөргөцөг бөгөөд өндөр нь 30-аад метр байдаг. Мөргөцөгийн хананд эртний үлэг гүрвэлийн яс цухуйж байдаг. Үлэг гүрвэлийн зулзаганы араг яс бүхий чулуужсан өндөгний олдворууд эндээс нилээд олджээ.,It is located 43 km northwest of the center of Bulgan soum. It is a mound and is about 30 meters high. Ancient dinosaur bones protrude from the walls of the mound. A large number of fossilized eggs with skeletons of dinosaur cubs have been found here.,https://www.dropbox.com/scl/fi/gcau7tax6dgo4btj7453g/.jpg?rlkey=p20axjj4g8avmzgqef91kd8og&raw=1,투그루긴 샤리,トゥグルギン・シリー,图格鲁吉因郡,Тугругин Шире
336,1,Байгалийн үзэсгэлэнт газар,Хавцгайтын хадны дурсгал,Khavtsgayt Rock Monument,Өмнөговь,Omnogovi,Булган,Bulgan,43.90411,103.5273,Булган сумын төвөөс өмнө зүгт 22 км зайтай оршино,It is located 22 km south of the center of Bulgan soum.,https://www.dropbox.com/scl/fi/qury0vjkui1bwx40q263h/.jpg?rlkey=w9c3jl31b11muepacot92jpmc&raw=1,카브츠가이트 암석 기념비,ハフツガイト岩石記念碑,哈夫茨盖特岩石纪念碑,Скальный монумент Хавцгайт
337,1,Байгалийн үзэсгэлэнт газар,Хонгорын элс,Sand of Hongor,Өмнөговь,Omnogovi,Сэврэй,Sevrei,43.725,102.37,"Сэврэй сумын төвөөс хойд зүгт 22.5 км зайтай орших Хонгорын элс Өмнөговь аймгийн Гурвантэс, Сэврэй, Баяндалай сумдын нутгийг дамнан 180 км үргэлжилэх бөгөөд 3-15 км өргөнтэй, 10-30 метр өндөртэй байна.","Located 22.5 km north of the center of Sevrey soum, the Khongor sand dunes extend for 180 km across the territories of Gurvantes, Sevrey, and Bayandalai soums of Umnugovi aimag, and are 3-15 km wide and 10-30 meters high.",https://www.dropbox.com/scl/fi/jtbvj8cgeiesvc7ldc6pf/.jpg?rlkey=46uq6vk2yf8fkmwdtafn8h5p3&raw=1,홍고르의 모래,ホンゴールの砂,香港沙,Песок Хонгора
338,1,Байгалийн үзэсгэлэнт газар,Хэрмэн цав,Khermen Tsav,Өмнөговь,Omnogovi,Гурвантэс,Gurvantes,43.49702,99.81429,"гурвантэс сумын төвөөс баруун хойд зүгт 125 км зайтай орших 10 гаруй км үргэлжилдэг ганга юм. Адаг хэсэгтээ 10 километр өргөн, зарим газартаа 100-200 метр гүн байдаг. Холоос харахад их хотын балгас мэт харагддаг.","It is a ravine that stretches for more than 10 kilometers, located 125 kilometers northwest of the center of the Suruntes soum. It is 10 kilometers wide at its widest point and 100-200 meters deep in some places. From a distance, it looks like the ruins of a large city.",https://www.dropbox.com/scl/fi/ysqs2iin11z0jzt1xaas7/.jpg?rlkey=uxisfqukwgpgeup1vkokhmrfr&raw=1,케르멘 차브,ヘルメン・ツァブ,克尔门察夫,Хермен Цав
339,1,Байгалийн үзэсгэлэнт газар,Эхийн умай хад,The Rock Called the Womb,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.03061,107.04205,Ханбогд ууланд орших байгалийн өвөрмөц тогтоц.,A unique natural formation located in Khanbogd Mountain.,https://www.dropbox.com/scl/fi/xzxiu658f4lc8kwvpauy6/.jpg?rlkey=wj888wywcbl0hqqafbtymf0fm&raw=1,자궁이라 불리는 바위,子宮と呼ばれる岩,被称为子宫的磐石,"Скала, называемая утробой"
340,3,Шашны дурсгалт газар,Эрээтийн хийдийн туурь,Ruins of Eret Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.14627,107.12411,Ханбогд ууланд орших эртний сүмийн үлдэгдэл.,Руины древнего храма на горе Ханбогд,https://www.dropbox.com/scl/fi/ut4nitcbwe8019bkc0jvp/1.jpg?rlkey=tym1a78gdvr7yuu5cvr2d680p&raw=1,에레트 수도원 유적,エレト修道院の遺跡,埃雷特修道院遗址,Руины монастыря Эрет
341,3,Шашны дурсгалт газар,Цагаан толгойн хийдийн туурь,Ruins of Tsagaan Tolgoi Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.16665,107.15253,Ханбогд ууланд орших эртний сүмийн үлдэгдэл.,Руины древнего храма на горе Ханбогд,https://www.dropbox.com/scl/fi/y3k3ti91jhdzqlcpqrqro/1.jpg?rlkey=5tl8iko4utyw13m0bfdtdjbqr&raw=1,차강 톨고이 수도원 유적,ツァガーン トルゴイ修道院の遺跡,察干陶勒盖修道院遗址,Руины монастыря Цаган Толгой
342,1,Байгалийн үзэсгэлэнт газар,Бага булаг,Baga Bulag,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.19258,107.12411,Ханбогд ууланд орших байгалийн өвөрмөц тогтоц.,A unique natural formation located in Khanbogd Mountain.,https://www.dropbox.com/scl/fi/jq31hxvzapvntxem5v1d9/.jpg?rlkey=cjk8hkn5jtg8s84s2ghu6j4vw&raw=1,작은 스프링,小さな春,小弹簧,Бага Булак
343,1,Байгалийн үзэсгэлэнт газар,Орвог гашууны бор толгой,Orvog Gashuuny Bor Tolgoi,Өмнөговь,Omnogovi,Номгон,Nomgon,41.581,105.007,Монгол улсын өмнөд цэг,The southernmost point of Mongolia,https://www.dropbox.com/scl/fi/79mi2ev8nv4pf52l462ym/.jpg?rlkey=ntqr4n5dbdx2th5eudua8r9g2&raw=1,오르보그 가슈니 보르 톨고이,オルヴォグ・ガシュニー・ボル・トルゴイ,奥尔沃格·加舒尼·博尔·托尔戈伊,Орвог Гашууни Бор Толгой
344,2,Түүхийн дурсгалт газар,Шар цав үлэг гүрвэлийн мөрт газар,Shar Tsav Dinosaur footprints,Өмнөговь,Omnogovi,Манлай,Manlai,43.57189,107.78863,Манлай сумын төвөөс зүүн өмнө зүгт 100 орчим км зайтай оршино. ,It is located about 100 km southeast of the center of Manlai soum.,https://www.dropbox.com/scl/fi/rtgzk4zz79kqtpw8cwlbr/.jpg?rlkey=1kbflte26v1nlj65tavd9ryxi&raw=1,샤르차브 공룡 발자국,シャー・ツァヴの恐竜の足跡,沙尔·察夫恐龙足迹,Следы динозавра Шар Цав
345,2,Түүхийн дурсгалт газар,Алтан-Овоо,Altan-Ovoo,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.31187,113.83578,Дарь-Овоо гэж нэрлэх нь ч бий. Дарьгангын галт уулсын нэг бөгөөд далайн төвшнөөс дээш 1354 метр өндөр. Дарьганга сумын төвийн дэргэд орших энэ уул нь Сүхбаатар аймгийн урд хэсгийн 6 суманд амьдардаг Дарьгангачуудын шүтэн биширдэг уул юм. XYII зууны үеэс нутгийнхан тахиж ирсэн бөгөөд 1913 оноос Богд хааны зарлигаар тахиж ирсэн.,"It is also called Dar-Ovoo. It is one of the volcanoes of Darganga and is 1354 meters above sea level. Located near the center of Darganga soum, this mountain is a mountain worshiped by the Darganga people living in 6 soums in the southern part of Sukhbaatar aimag. Locals have worshiped it since the XYII century, and since 1913, it has been worshipped by the decree of Bogd Khan.",https://www.dropbox.com/scl/fi/pxys1gtupx6ln0u8j8apn/.jpg?rlkey=2s1ly4w5vbkqxltyhnprwjptb&raw=1,알탄오부,アルタン・オヴォー,阿勒坦敖包,Алтан-Овоо
346,2,Түүхийн дурсгалт газар,Бичигт шахаа,Bichigt Shakhaa,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.57238,114.23953,"Дарьганга сумын төвөөс зүүн хойд зүгт 50 орчим км зайтай 40-өөд метр өндөр, 1 километр урт хадан хясаа байна. ","About 50 kilometers northeast of the center of Dariganga soum, there is a cliff about 40 meters high and 1 kilometer long.",https://www.dropbox.com/scl/fi/p25y63kt5lk9hldz5krvt/.jpg?rlkey=2eni3shc10ei4i12gn9xk777q&raw=1,비칙트 샤하,ビチグト・シャカ,比奇特·沙哈,Бичигт Шахаа
347,1,Байгалийн үзэсгэлэнт газар,Ганга нуур,Ganga Lake,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.268,113.984,Дарьганга сумын төвөөс зүүн урагш 12км зайтай далайн түвшнээс дээш 1294 метр өндөрт оршино. Цэнгэг уст Ганга нуурыг 21 булаг тэтгэн тэжээдэг байна.,"It is located 12 km southeast of the center of Dariganga soum at an altitude of 1,294 meters above sea level. The freshwater Ganga Lake is fed by 21 springs.",https://www.dropbox.com/scl/fi/68iw2k3uacqfhapzg6u6k/.jpg?rlkey=6h2r81c9nutj4nvh3spevjcax&raw=1,강가 호수,ガンガ湖,恒河湖,Озеро Ганга
348,1,Байгалийн үзэсгэлэнт газар,Дуут нуур (Сүхбааатар),Duut Lake (Sukhbaatar),Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.30493,113.81081,Дарьганга сумын төвөөс 2 км зайтай оршино.,It is located 2 km from the center of Dariganga soum.,https://www.dropbox.com/scl/fi/f1dul704joa6qshjfn9nf/.jpeg?rlkey=o7r62ot6j0n0ng6pq5xfgzyam&raw=1,두트 호수,ダウト湖,杜特湖,Озеро Дуут
349,1,Байгалийн үзэсгэлэнт газар,Зотол хан уул (1375м),Zotol Khan Mountain (1375m),Сүхбаатар ,Sukhbaatar,Эрдэнэцагаан,Erdenetsagaan,45.82146,114.75256,Эрдэнэцагаан сумын төвөөс баруун урд зүгт 49 км зайтай оршино. ,It is located 49 km southwest of the center of Erdenetsagaan soum.,https://www.dropbox.com/scl/fi/kx3wffi04lng3740c0c9l/.jpg?rlkey=2hiw5nh5il0038f3rdd8c46xk&raw=1,조톨 칸 산,ゾトル・カーン山,佐托尔汗山,Гора Зотол Хан
