№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Soum_name_mon,Soum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
206,1,Байгалийн үзэсгэлэнт газар,Сэнжит хад,Senjit Rock,Завхан,Zavkhan,Эрдэнэхайрхан,Erdenekhairkhan,48.21876,96.14979,"Улаагчин хар нуураас өмнө зүгт 25.5 км, Эрдэнэхайрхан сумын төвөөс зүүн хойд зүгт 60 км зайтай оршино. ",It is located 25.5 km south of Ulaagchin Black Lake and 60 km northeast of the center of Erdenekhairkhan soum.,Nature/Толбо нуур.jpg,,,,,,,,,
207,1,Байгалийн үзэсгэлэнт газар,Тахилт нуур,Takhilt Lake,Завхан,Zavkhan,Нөмрөг,Numrug,48.80841,96.81075,Нөмрөг сумын төвөөс баруун өмнө зүгт 12 км зайтай оршино.,It is located 12 km southwest of the center of Nomrug soum.,Nature/Тоньюкукийн гэрэлт хөшөө.jpg,,,,,,,,,
208,1,Байгалийн үзэсгэлэнт газар,Тэлмэн нуур,Telmen Lake,Завхан,Zavkhan,"Нөмрөг, Тэлмэн","Numrug, Telmen",48.83135,97.29711,"Завхан аймгийн Нөмрөг, Тэлмэн сумдын заагт оршдог давстай нуур. Нууранд гурван арал байх ба нүүдлийн шувууд цуглардаг байна.",A salt lake located on the border of Nomrug and Telmen soums in Zavkhan aimag. There are three islands in the lake and migratory birds gather there.,Nature/Торой банди.jpg,,,,,,,,,
209,1,Байгалийн үзэсгэлэнт газар,Тэсийн гол,Tes River,Завхан,Zavkhan,Баянтэс,Bayantes,49.737,96.42438,Хөвсгөл аймгийн нутаг Булнайн нуруунаас эх аван 550 км урссаар Увс нуурт цутгадаг манай орны томоохон голуудын нэг юм.,"It is one of the largest rivers in our country, originating in the Bulnai Mountains in Khuvsgul aimag and flowing for 550 km into Uvs Lake.",Nature/Тосон нуур.jpg,,,,,,,,,
210,1,Байгалийн үзэсгэлэнт газар,Улаагчны хар нуур,Ulaagchny Khar Lake,Завхан,Zavkhan,Эрдэнэхайрхан,Erdenekhairkhan,48.356,96.064,"Эрдэнэхайрхан сумын төвөөс зүүн  хойд зүгт 80 км зайтай оршино. Далайн түвшнээс дээш 1980 метр, 24 км урт, 5-10 км өргөнтэй байна.","It is located 80 km northeast of the center of Erdenekhairkhan soum. It is 1980 meters above sea level, 24 km long, and 5-10 km wide.",Nature/Тужийн нарс.jpg,,,,,,,,,
211,1,Байгалийн үзэсгэлэнт газар,Хаг нуур,Khag Lake,Завхан,Zavkhan,Яруу,Yaruu,48.06832,96.61838,Яруу сумын төвөөс баруун өмнө зүгт 10 км зайтай оршино.,It is located 10 km southwest of the center of Yaruu soum.,Nature/Тунамал нуур.jpg,,,,,,,,,
212,1,Байгалийн үзэсгэлэнт газар,Холбоо нуур,Kholboo Lake,Завхан,Zavkhan,Сантмаргац,Santmargats,48.58144,95.41892,Сантмаргац сумын төв Холбоо нуурын зүүн эрэгт оршино.,The center of Santmargats soum is located on the east bank of Lake Soyun.,Nature/Тэлмэн нуур.jpg,,,,,,,,,
213,1,Байгалийн үзэсгэлэнт газар,Хөх нуур,Khukh Lake,Завхан,Zavkhan,Алдархаан,Aldarkhaan,47.60194,97.34937889,Аймгийн төвөөс зүүн урагш 46 км зайтай оршино.,It is located 46 km southeast of the provincial center.,Nature/Тэмээ хад тэрэлж.jpg,,,,,,,,,
214,1,Байгалийн үзэсгэлэнт газар,Цэцэрлэгийн рашаан,Tsetserleg Mineral Water,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,47.46124,97.33434,Цагаанхайрхан сумын төвөөс зүүн  зүгт 44 км зайтай оршино.,It is located 44 km east of the center of Tsagaankhairkhan soum.,Nature/Тэмээн хад.jpg,,,,,,,,,
215,1,Байгалийн үзэсгэлэнт газар,Шорвог нуур,Shorvog Lake,Завхан,Zavkhan,Түдэвтэй,Tudevtei,49.10414,96.49586,Түдэвтэй сумын төвөөс хойд зүгт 16 км зайтай оршино.,It is located 16 km north of the center of Tudevtei soum.,Nature/Тэмээн чулуу.jpg,,,,,,,,,
216,1,Байгалийн үзэсгэлэнт газар,Ялайт нуур,Yalait Lake,Завхан,Zavkhan,Нөмрөг,Numrug,48.85745,96.94641,Нөмрөг сумын төвөөс баруун өмнө зүгт 1.2 км зайтай оршино.,It is located 1.2 km southwest of the center of Nomrug soum.,Nature/Тэсийн гол.jpg,,,,,,,,,
217,2,Түүхийн дурсгалт газар,Айраг нуурын хиргэсүүр,Airag Nuuryn Khirgesuur,Завхан ,Zavkhan,Сонгино,Songino,48.986639,96.095,Айраг нуурын цогцолбор дурсгал нь манай улсын нутагт бүртгэгдсэн хамгийн том дугуй хүрээтэй хиргисүүр юм. Сонгино сумын төвөөс 16.4 км зайтай оршино.,The Airag Lake complex monument is the largest circular-framed khirgisur monument recorded in our country. It is located 16.4 km from the center of Songino soum.,Nature/Түргэний уул.jpg,,,,,,,,,
218,2,Түүхийн дурсгалт газар,Айргийн хүүхний гозгор,Airgiin Khuukhnii Gozgor,Орхон,Orkhon,Жаргалант,Jargalant,49.013,104.536,Жаргалант сумын төвөөс зүүн тийш 7км зайд орших Айргийн гозгор гэдэг нүцгэн уулын өвөрт орших Хүннүгийн хожуу үеийн бүлэг дурсгал нь том жижиг нийлсэн 90 гаруй бүлэг дурсгал юм.,"Located 7 km east of the center of Jargalant soum, on the slopes of a bare mountain called Airgiin Gozgor, the Late Hunnic Period group of monuments consists of more than 90 large and small monuments.",Nature/Төвхөн хийд.jpg,,,,,,,,,
219,1,Байгалийн үзэсгэлэнт газар,Арц богд уул,Arts Bogd Mountain,Өвөрхангай,Ovorkhangai,Богд,Bogd,44.55001,102.10914,"Арц богд уул нь Бага Богд уулын зүүн хоолойгоор зааглагдаж, баруун үзүүр нь Бага Богд уултай 20 гаруй километр газраар зөрсөн байдаг. Уулсын ар тал нь эгц, нилээд хадархаг говийн шинжтэй. Ноён оргил нь далайн төвшнөөс дээш 2477 метр өндөр Их баян уул.","The Arts Bogd Mountain is bordered by the eastern gorge of Baga Bogd Mountain, and its western tip is separated from Baga Bogd Mountain by more than 20 kilometers. The backside of the mountains is steep and rocky, with a typical Gobi style. The highest peak is Ikh Bayan Mountain, 2,477 meters above sea level.",Nature/Төгрөгийн ширээ.jpg,,,,,,,,,
220,1,Байгалийн үзэсгэлэнт газар,Бага богд уул,Baga Bogd Mountain,Өвөрхангай,Ovorkhangai,Баруунбаян-Улаан,Barunubayan-Ulaan,45.3124,101.88416,"Баруунбаян-Улаан сумаас бага зэрэг зүүн урд зүгт, Баянхонгор аймгийн Богд сумаас зүүн урд зүгт, хоёр сумын хилийг дамнан оршдог хөвч уулс бөгөөд түүний ноён оргил нь Мянган Ямаат уул далайн түвшнээс дээш 3600 метр юм.","A mountain range located slightly southeast of Baruunbayan-Ulaan soum and southeast of Bogd soum of Bayankhongor aimag, straddling the border of the two soums, with its highest peak, Miangan Yamaat Mountain, at 3,600 meters above sea level.",Nature/Увс нуур.jpg,,,,,,,,,
221,2,Түүхийн дурсгалт газар,Буган чулуун хөшөө,Deer Stone,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.77045,101.88678,"Бат-Өлзий сумын төвөөс баруун зүгт 19 км зайтай, Орхон голын өмнөхөн талд оршино.","It is located 19 km west of the center of Bat-Ulzii soum, just before the Orkhon River.",Nature/Угтамын хийд.jpg,,,,,,,,,
222,1,Байгалийн үзэсгэлэнт газар,Орхоны бага хүрхрээ,Orkhon Small Waterfall,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.79513,101.94328,Орхон голын Улаан цутгалан хүрхрээнээс баруун хойд зүгт 1.8 км зайтай орших багавтар хүрхрээ.,A small waterfall located 1.8 km northwest of the Ulaan Chutkulan Waterfall on the Orkhon River.,Nature/Удган мод.jpg,,,,,,,,,
223,1,Байгалийн үзэсгэлэнт газар,Орхоны хөндий,Orkhon Valley,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.882,102.298,"Орхоны хөндий нь археологийн болон түүх соёлын олдвороор нэн баялаг бөгөөд YIII-IX зууны Уйгарын нийслэл Хар балгас, Монголын эзэнт гүрний нийслэл Хархорум хот, Төвхөн хийд зэрэг түүх соёлын дурсгалт газрууд оршиж байдаг.","The Orkhon Valley is very rich in archaeological and historical and cultural artifacts, and is home to historical and cultural monuments such as the ruins of the 13th-9th century Uyghur capital, Kharkhorum, the capital of the Mongol Empire, and the Tuvkhan Monastery.",Nature/Улаагчны хар нуур.jpg,,,,,,,,,
224,1,Байгалийн үзэсгэлэнт газар,Таацын цагаан нуур,Tsaatsiin Tsagaan Lake,Өвөрхангай,Ovorkhangai,Баруунбаян-Улаан,Barunubayan-Ulaan,45.15632,101.47114,"Тус нуур нь ойр орчмын Бөөн цагаан, Адгийн цагаан, Орог нууруудын хамтаар ""Нууруудын хөндий"" гэдэг нэрээр Рамсарын ус, намгархаг газраар бүртгэгдсэн байдаг. Нүүдлийн шувууд хуран цугладаг Нууруудын хөндий нь ховордсон реликт цахлайн үржил явагддаг нутаг юм.","The lake, along with the nearby lakes Bön Tsagaan, Adgiin Tsagaan, and Orog, is registered as a Ramsar site and wetland under the name ""Valley of Lakes"". The Valley of Lakes, where migratory birds gather, is a breeding ground for the endangered relict gull.",Nature/Улаан богочийн рашаан.jpg,,,,,,,,,
225,1,Байгалийн үзэсгэлэнт газар,Тамчийн хавцал,Tamch Canyon,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.69451,101.48343,Бат-Өлзий сумын төмөөс баруун өмнө зүгт 67 км зайтай оршино. Эртний их хагарал галт уулын хүрмэн чулууг уулын голын ус зүссэнээс үүссэн маш сүрлэг гүн хавцал оршдог.,"Located 67 km southwest of the capital of Bat-Ulzii soum, it is a majestic deep canyon formed by the cutting of volcanic rocks by mountain rivers through an ancient rift.",Nature/Улаан тайгын БЦГ.jpg,,,,,,,,,
226,3,Шашны дурсгалт газар,Төвхөн хийд,Tuvkhen Monastery,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,47.01312,102.2557,Бат-Өлзий сумын төвөөс зүүн хойд зүгт 40 гаруй  км зайтай оршино.Өндөр-Овоот буюу Шивээт-Улаан хэмээх аглаг ой модоор хүрээлэгдсэн асга хадтай өндөр уулын оройн байц хадны багавтар дэвсэг дээр оршдог. ,"It is located more than 40 kilometers northeast of the center of Bat-Ulzii soum. It is located on a small rocky ledge at the top of a high mountain with steep cliffs, surrounded by dense forests called Ondur-Ovoot or Shiveet-Ulaan.",Nature/Улаан хэрэм.jpg,,,,,,,,,
227,1,Байгалийн үзэсгэлэнт газар,Тэмээн чулуу,Camel Rock,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.88041,102.34531,Бат-Өлзий сумын төвөөс зүүн хойд зүгт 10 км зайтай оршино.,It is located 10 km northeast of the center of Bat-Ulzii soum.,Nature/Улаан цутгалан хүрхрээ.jpg,,,,,,,,,
228,1,Байгалийн үзэсгэлэнт газар,Улаан цутгалан хүрхрээ,Ulaan Tsutgalan Waterfall,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.78721,101.96066,"Бат-Өлзий сумын төвөөс баруун зүгт 24 км зайтай оршино. Улаан гол Орхон голд цутгахад үүссэн 20 метр өндөр, 10 метр өргөнтэй хүрхрээ.","Located 24 km west of the center of Bat-Ulzii soum, it is a 20-meter-high and 10-meter-wide waterfall formed when the Ulaan River flows into the Orkhon River.",Nature/Уран тогоо уул.jpg,,,,,,,,,
229,1,Байгалийн үзэсгэлэнт газар,Үүртийн тохой,Uurtiin Tokhoi,Өвөрхангай,Ovorkhangai,Хужирт,Khujirt,46.89038,102.41015,Хужирт сумын төвөөс баруун зүгт 29 км зайтай оршино.,It is located 29 km west of the center of Khujirt soum.,Nature/Уушгийн өврийн дурсгал.jpeg,,,,,,,,,
230,1,Байгалийн үзэсгэлэнт газар,Хаяа ,Khaya ,Өвөрхангай,Ovorkhangai,Төгрөг,Tugrug,45.39761,102.82652,Төгрөг сумын төвөөс баруун өмнө зүгт 28 км дайтай оршино.,It is located 28 km southwest of the center of Togrug soum.,Nature/Уширын хүрхрээ.jpg,,,,,,,,,
231,4,Бусад,Хүйс цэг,Khuis Tseg,Өвөрхангай,Ovorkhangai,Бүрд,Burd,46.8645,103.82988,Бүрд сумаас өмнө зүгт 16 км зайтай Өвөр хөшөөт гэх газарт Монгол улсын газарзүйн төв цэг оршино.Газарзүйч профессор Н.Шагдар 1979 онд тодорхойлсон бөгөөд чулуун овоогоор тэмдэглэснийг  хожим  суварга босгон  тохижуулжээ,"The geographical center of Mongolia is located at a place called Inner Monument, 16 km south of Burd sum. Geologist Professor N. Shagdar determined it in 1979 and marked it with a stone mound, which was later decorated with a stupa.",Nature/Хаадын хаан.jpg,,,,,,,,,
232,1,Байгалийн үзэсгэлэнт газар,Хүйсийн найман нуур,Khuisiin Naiman Lake,Өвөрхангай,Ovorkhangai,Уянга,Uyanga,46.582,101.782,Уянга сумын төвөөс баруун хойд зүгт 46 км зайтай оршино.,"It is located 46 km northwest of the center of Uyanga soum. There are eight lakes named Shireet, Mukhar, Khaliut, Bugat, Khaya, Shanaa Doroo, and Khuis, which are connected to each other by underground water veins. The lakes are separated from each other by a distance of 500 meters to 3.5 km. One of the eight lakes, Shanaa Lake, dries up in dry years and fills up in rainy years.",Nature/Хагийн хар нуур.jpg,,,,,,,,,
233,1,Байгалийн үзэсгэлэнт газар,Хятруун ,Hyatruun,Өвөрхангай,Ovorkhangai,Уянга,Uyanga,46.55709,102.05391,Уянга сумын төвөөс баруун хойд зүгт 21 км зайтай оршино.,It is located 12 km northwest of the center of Uyanga soum.,Nature/Хадатын рашаан.jpg,,,,,,,,,
234,1,Байгалийн үзэсгэлэнт газар,Цагаан голын хүрхрээ,Tsagaan Gol Waterfall,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.896446,102.358281,Бат-Өлзий сумын төвөөс зүүн хойд зүгт 14.8 км зайтай оршино.,It is located 14.8 km northeast of the center of Bat-Ulzii soum.,Nature/Хажуу булаг.jpg,,,,,,,,,
235,1,Байгалийн үзэсгэлэнт газар,Ширээт нуур,Shireet Lake,Өвөрхангай,Ovorkhangai,Уянга,Uyanga,46.52847,101.80968,Уянга сумын төвөөс баруун хойд зүгт 44 км зайтай оршино. Хүйсийн найман нуурын хамгийн том нуур бөгөөд далайн түвшнээс дээш 2470 мер өндөрт байна. ,"It is located 44 km northwest of the center of Uyanga soum. It is the largest of the eight lakes of Khuis and is 2,470 meters above sea level.",Nature/Халх гол.jpg,,,,,,,,,
236,1,Байгалийн үзэсгэлэнт газар,Эрхэтийн хавцал,Erkhet Canyon,Өвөрхангай,Ovorkhangai,Бат-Өлзий,Bat-Olzii,46.66681,101.50512,Бат-Өлзий сумын төмөөс баруун өмнө зүгт 65 км зайтай оршино.Эртний их хагарал галт уулын хүрмэн чулууг уулын голын ус зүссэнээс үүссэн маш сүрлэг гүн хавцал оршдог.,It is located 65 km southwest of the capital of Bat-Ulzii soum. It is a very majestic deep canyon formed by the cutting of volcanic rocks by mountain rivers during an ancient rift.,Nature/Халх голын ялалтын хөшөө.jpg,,,,,,,,,
237,3,Шашны дурсгалт газар,Агуйтын хийдийн туурь,Ruins of Aguit Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,42.58721,107.82796,"Ханбогд сумын төвөөс өмнө зүгт 118 км, улсын хилээс 16 км зайтай орших далайн түвшнээс дээш 1278 метр өргөгдсөн Агуйт уулын өмнө хормойд хуучны хийдийн туурь байна.","Located 118 km south of the center of Khanbogd soum and 16 km from the state border, on the slopes of Mount Aguit, which rises 1,278 meters above sea level, are the ruins of an ancient monastery.",Nature/Хамрын хийд энергийн төв.jpg,,,,,,,,,
238,1,Байгалийн үзэсгэлэнт газар,Баяжихын агуй,Bayjih Cave,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.03289,107.0405,Ханбогд сумын төвөөс баруун өмнө зүгт 28 км зайтай оршино. ,It is located 28 km southwest of the center of Khanbogd soum.,Nature/Хамрын хийд.jpg,,,,,,,,,
239,1,Байгалийн үзэсгэлэнт газар,Баянзаг,Bayanzag ,Өмнөговь,Omnogovi,Булган,Bulgan,44.14024,103.72102,"Булган сумын төвөс зүүн хойд  зүгт 21 км зайтай оршино.Заг мод их ургадаг учраас Баянзаг гэж нэрлэгдсэн. Урдаас хойшоо чиглэлтэй сунаж тогтсон, өргөн нь 5 км, урт нь 8 км орчим.","It is located 21 km northeast of the center of Bulgan soum. It was named Bayanzag because of the abundance of sycamore trees. It stretches from south to north, is about 5 km wide, and 8 km long.",Nature/Хан Баянзүрх уул.jpg,,,,,,,,,
240,1,Байгалийн үзэсгэлэнт газар,Гурван зээрдийн агуй,Gurvan Zeerd Cave,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,42.50542,107.44762,"Ханбогд сумын төвөөс зүүн өмнө зүгт 138 км, улсын хилээс 6 км зайтай далайн түвшнээс дээш 1100 метр өргөгдсөн Гурван зээрд уулын ар биед оршино. ","It is located 138 km southeast of the center of Khanbogd soum and 6 km from the state border, at an altitude of 1,100 meters above sea level, in the foothills of Gurvan Zeerd Mountain.",Nature/Хан Баянзүрх хайрхан.jpg,,,,,,,,,
241,1,Байгалийн үзэсгэлэнт газар,Гэгээтийн ам,Gegeetiin Am,Өмнөговь,Omnogovi,Баяндалай,Bayandalai,43.84959,103.17353,Баяндалай сумын төвөөс баруун хойд зүгт 65 км зайтай оршино.,It is located 65 km northwest of the center of Bayandalai soum.,Nature/Хан хөхий уул.jpg,,,,,,,,,
242,1,Байгалийн үзэсгэлэнт газар,Дунд сайхан уул,Dund Saikhan Mountain,Өмнөговь,Omnogovi,Баяндалай,Bayandalai,43.639,103.771,Далайн түвшнээс дээш 2826 метр Баяндалай сумын төвөөс зүүн хойд зүгт 35км зайтай оршино. ,"It is located 35 km northeast of the center of Bayandalai soum, 2826 meters above sea level.",Nature/Ханан хөшөө.jpg,,,,,,,,,
243,3,Шашны дурсгалт газар,Дэмчогийн хийд,Demchog Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.12814,107.12784,Ханбогд сумын төвөөс баруун өмнө зүгт 13 км зайтай оршино. ,It is located 13 km southwest of the center of Khanbogd soum.,Nature/Хангал нуур.jpg,,,,,,,,,
244,1,Байгалийн үзэсгэлэнт газар,Ёлын ам,Yolyn Am,Өмнөговь,Omnogovi,Ханхонгор,Khankhongor,43.48871,104.0669,Аймгийн төв Даланзадгад хотоос баруун өмнө зүгт 45 км зайтай оршино.,The provincial capital is located 45 km southwest of Dalanzadgad.,Nature/Хангал нуур.jpg.jpg,,,,,,,,,
245,1,Байгалийн үзэсгэлэнт газар,Зулганайн баян бүрд,Zulganai Oasis,Өмнөговь,Omnogovi,Гурвантэс,Gurvantes,43.58463,100.04577,Гурвантэс сумын төвөөс баруун хойд зүгт 100 шахам км зайтай оршино.,It is located almost 100 km northwest of the center of Gurvantes soum.,Nature/Хануй гол.jpg,,,,,,,,,
246,1,Байгалийн үзэсгэлэнт газар,Ловон чомбын агуй,Lovon Chomb Cave,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,42.58842,107.82547,Ханбогд өмнө зүгт 118 км зайтай орших Агуйт ууланд олон агуй байдгийн хамгийн том нь юм. Хийдийн хойд хамар даваад ороход зүүн тийш харсан том хадан цохионы ёроолд  1170 м өндөрт оршдог. Тус агуй нь зүүн тийш харсан амтай ба амсарын хэмжээ 1.3 х 1м. ,"It is the largest of the many caves in Aguit Mountain, 118 km south of Khanbogd. It is located at an altitude of 1170 m at the bottom of a large cliff facing east when entering through the northern nose of the monastery. The cave has an east-facing mouth and the size of the mouth is 1.3 x 1 m.",Nature/Хануйн рашаан.jpg,,,,,,,,,
247,1,Байгалийн үзэсгэлэнт газар,Молцог элс,Moltsog Sand,Өмнөговь,Omnogovi,Булган,Bulgan,44.158,104.034,Булган сумын төвөөс зүүн хойд зүгт 45 км зайтай оршино.,It is located 45 km northeast of the center of Bulgan soum.,Nature/Ханх боомт.jpg,,,,,,,,,
248,1,Байгалийн үзэсгэлэнт газар,Нэмэгтийн хавцал,Nemegt Canyon,Өмнөговь,Omnogovi,Гурвантэс,Gurvantes,43.5,101.0634,Гурвантэс сумын төвөөс  хойд зүгт 60 км зайтай оршино.  Нэмэгт уул нь далайн түвшнээс дээш 2769 м өргөгдсөн. ,It is located 60 km north of the center of Gurvantes soum. Nemegt Mountain rises 2769 m above sea level.,Nature/Хар балгас.jpg,,,,,,,,,
249,3,Шашны дурсгалт газар,Сангийн далай хийд,Sangiin Dalai Monastery,Өмнөговь,Omnogovi,Номгон,Nomgon,42.84082,105.13946,1707 онд үндэс суурь нь тавигдсан энэхүү хийд Номгон сумын төвд оршино.,"This monastery, founded in 1707, is located in the center of Nomgon soum.",Nature/Хар бухын балгас.jpg,,,,,,,,,
250,1,Байгалийн үзэсгэлэнт газар,Сэрүүн булаг,Seruun Bulag,Өмнөговь,Omnogovi,Сэврэй,Sevrei,43.756,102.314,Сэврэй сумын төвөөс зүүн хойд зүгт 23 км зайтай оршино.,It is located 23 km northeast of the center of Sevrey soum.,Nature/Хар зүрхний хөх нуур.jpg,,,,,,,,,
251,1,Байгалийн үзэсгэлэнт газар,Төгрөгийн ширээ,Tugrugiin Shiree,Өмнөговь,Omnogovi,Булган,Bulgan,44.30003,103.19997,Булган сумын төвөөс баруун хойд зүгт 43 км зайтай оршино. мөргөцөг бөгөөд өндөр нь 30-аад метр байдаг. Мөргөцөгийн хананд эртний үлэг гүрвэлийн яс цухуйж байдаг. Үлэг гүрвэлийн зулзаганы араг яс бүхий чулуужсан өндөгний олдворууд эндээс нилээд олджээ.,It is located 43 km northwest of the center of Bulgan soum. It is a mound and is about 30 meters high. Ancient dinosaur bones protrude from the walls of the mound. A large number of fossilized eggs with skeletons of dinosaur cubs have been found here.,Nature/Хар нуур_Ховд.jpg,,,,,,,,,
252,1,Байгалийн үзэсгэлэнт газар,Хавцгайт ,Khavtsgait,Өмнөговь,Omnogovi,Булган,Bulgan,43.90411,103.5273,Булган сумын төвөөс өмнө зүгт 22 км зайтай оршино,It is located 22 km south of the center of Bulgan soum.,Nature/Хар тэрмэс.jpg,,,,,,,,,
253,1,Байгалийн үзэсгэлэнт газар,Хонгорын элс,Khongoryn Els,Өмнөговь,Omnogovi,Сэврэй,Sevrei,43.725,102.37,"Сэврэй сумын төвөөс хойд зүгт 22.5 км зайтай орших Хонгорын элс Өмнөговь аймгийн Гурвантэс, Сэврэй, Баяндалай сумдын нутгийг дамнан 180 км үргэлжилэх бөгөөд 3-15 км өргөнтэй, 10-30 метр өндөртэй байна.","Located 22.5 km north of the center of Sevrey soum, the Khongor sand dunes extend for 180 km across the territories of Gurvantes, Sevrey, and Bayandalai soums of Umnugovi aimag, and are 3-15 km wide and 10-30 meters high.",Nature/Хар тэрмэс.png,,,,,,,,,
254,1,Байгалийн үзэсгэлэнт газар,Хэрмэн цав,Khermen Tsav,Өмнөговь,Omnogovi,Гурвантэс,Gurvantes,43.49702,99.81429,"гурвантэс сумын төвөөс баруун хойд зүгт 125 км зайтай орших 10 гаруй км үргэлжилдэг ганга юм. Адаг хэсэгтээ 10 километр өргөн, зарим газартаа 100-200 метр гүн байдаг. Холоос харахад их хотын балгас мэт харагддаг.","It is a ravine that stretches for more than 10 kilometers, located 125 kilometers northwest of the center of the Suruntes soum. It is 10 kilometers wide at its widest point and 100-200 meters deep in some places. From a distance, it looks like the ruins of a large city.",Nature/Хар уул.jpg,,,,,,,,,
255,1,Байгалийн үзэсгэлэнт газар,Эхийн умай хад,The Rock Called the Womb,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.03061,107.04205,Ханбогд ууланд орших байгалийн өвөрмөц тогтоц.,A unique natural formation located in Khanbogd Mountain.,Nature/Хар-Ус нуур.jpg,,,,,,,,,
256,3,Шашны дурсгалт газар,Эрээтийн хийдийн туурь,Ruins of Eret Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.14627,107.12411,Ханбогд ууланд орших эртний сүмийн үлдэгдэл.,Руины древнего храма на горе Ханбогд,Nature/Харандаа хад.jpg,,,,,,,,,
257,3,Шашны дурсгалт газар,Цагаан толгойн хийдийн туурь,Ruins of Tsagaan Tolgoi Monastery,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.16665,107.15253,Ханбогд ууланд орших эртний сүмийн үлдэгдэл.,Руины древнего храма на горе Ханбогд,Nature/Харгал нуур.jpg,,,,,,,,,
258,1,Байгалийн үзэсгэлэнт газар,Бага булаг,Baga Bulag,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.19258,107.12411,Ханбогд ууланд орших байгалийн өвөрмөц тогтоц.,A unique natural formation located in Khanbogd Mountain.,Nature/Хасагт хайрхан уул.jpg,,,,,,,,,
259,4,Бусад,Их  гэр,Big Ger,Өмнөговь,Omnogovi,Ханбогд,Khanbogd,43.03692,106.97253,Оюу толгой уурхайгаас зүүн зүгт 11 км зайтай оршино.,It is located 11 km east of the Oyu Tolgoi mine.,Nature/Хилийн боомт Чулуунхороот.jpg,,,,,,,,,
260,2,Түүхийн дурсгалт газар,Алтан-Овоо,Altan-Ovoo,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.31187,113.83578,Дарь-Овоо гэж нэрлэх нь ч бий. Дарьгангын галт уулсын нэг бөгөөд далайн төвшнөөс дээш 1354 метр өндөр. Дарьганга сумын төвийн дэргэд орших энэ уул нь Сүхбаатар аймгийн урд хэсгийн 6 суманд амьдардаг Дарьгангачуудын шүтэн биширдэг уул юм. XYII зууны үеэс нутгийнхан тахиж ирсэн бөгөөд 1913 оноос Богд хааны зарлигаар тахиж ирсэн.,"It is also called Dar-Ovoo. It is one of the volcanoes of Darganga and is 1354 meters above sea level. Located near the center of Darganga soum, this mountain is a mountain worshiped by the Darganga people living in 6 soums in the southern part of Sukhbaatar aimag. Locals have worshiped it since the XYII century, and since 1913, it has been worshipped by the decree of Bogd Khan.",Nature/Хойд цэнхэрийн агуй.jpg,,,,,,,,,
261,2,Түүхийн дурсгалт газар,Бичигт шахаа,Bichigt Shakhaa,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.57238,114.23953,"Дарьганга сумын төвөөс зүүн хойд зүгт 50 орчим км зайтай 40-өөд метр өндөр, 1 километр урт хадан хясаа байна. ","About 50 kilometers northeast of the center of Dariganga soum, there is a cliff about 40 meters high and 1 kilometer long.",Nature/Хонгорын элс.jpg,,,,,,,,,
262,1,Байгалийн үзэсгэлэнт газар,Ганга нуур,Ganga Lake,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.268,113.984,Дарьганга сумын төвөөс зүүн урагш 12км зайтай далайн түвшнээс дээш 1294 метр өндөрт оршино. Цэнгэг уст Ганга нуурыг 21 булаг тэтгэн тэжээдэг байна.,"It is located 12 km southeast of the center of Dariganga soum at an altitude of 1,294 meters above sea level. The freshwater Ganga Lake is fed by 21 springs.",Nature/Хорго тэрхийн БЦГ.jpg,,,,,,,,,
263,1,Байгалийн үзэсгэлэнт газар,Дуут нуур,Duut Lake,Сүхбаатар ,Sukhbaatar,Дарьганга,Dariganga,45.30493,113.81081,Дарьганга сумын төвөөс 2 км зайтай оршино.,It is located 2 km from the center of Dariganga soum.,Nature/Хорьдол Сарьдагийн нуруу 2.jpg,,,,,,,,,
